V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18
Os01g0130000	3616.42706211079	1907.7631836415	2008.02934212162	3668.67295809452	2327.88746965371	2691.03887375112	3923.04220378111	2096.74665080786	1814.69716154384	3469.44441089866	1969.76020402312	2462.74312967451	3306.10745694605	2351.62508160807	1811.70201413377	2937.30072899944	1892.33108455481	1529.95449578227
Os01g0138500	120.806458001489	41.7378138165451	57.7585253714743	95.3746402325276	74.1395627750036	134.881653219737	75.7209757692272	41.4377179399743	44.4504664601573	65.1092605218349	29.8473494101126	133.733324573127	128.421311527983	27.6708124346881	33.124428982409	43.2680444847681	46.9640631694473	182.057565608965
Os01g0142500	1370.65932044508	759.794249294939	742.205307848175	1375.6678062928	1036.61037224854	837.921434296726	1329.25190597281	950.335598541492	697.834076189532	1147.08303421094	836.226969524088	771.213513237668	1343.94824424787	930.401067899476	680.418421608412	1126.28975390578	782.670337326783	699.520943776939
Os01g0179800	599.798708808972	280.727684394313	154.099326316495	812.468967003241	391.623325902581	138.925975666495	593.544683190594	331.838769370263	156.219413227565	383.506272515772	249.237761590121	130.351328644829	402.076397301956	312.837522062529	127.621994507757	635.289415441574	239.439620919004	211.530569908493
Os01g0180050	35.7106943431201	0	0	21.1759025123539	51.2559208807718	0	0	0	0	0	0	0	0	0	0	0	0	74.7752956658922
Os01g0191700	3443.00458131018	329.001051422625	287.514686226261	3191.38571026479	329.901360372203	793.382958596077	4801.67542332325	390.930167220683	354.879724843766	4384.30301163471	371.836130005208	530.201871630598	2722.26865449827	306.915450213784	362.420242985913	1574.49317294539	261.495967689381	203.347101764677
Os01g0201200	770.696905205325	290.989315856965	303.747082897759	721.357288497973	433.428386291129	427.520369638433	932.178810198715	349.878697955186	261.448461046523	794.544579334345	341.807391155423	340.661012022019	686.248896140165	356.314568032959	230.601647445076	536.278080620733	299.832113965347	221.308023179001
Os01g0208700	1270.66785136704	493.131796053604	666.308550068625	1267.70222496427	730.018155885166	939.52903485321	1569.55118174631	682.703309933962	601.465900980567	1527.41404627995	688.20597393546	673.17581857854	1111.94724501602	701.125332698851	610.146062062763	911.972552777561	597.129481887309	618.462579978395
Os01g0218100	4236.66547358911	1306.52363944229	1679.18698099526	3512.97787063091	1700.38940229463	2666.59270780776	4482.37000628333	1590.75759652097	1174.33422063056	4038.2265461262	1297.11278107703	2051.92193294843	3313.81050307214	1495.75562677203	1182.09993615963	2412.94867342006	1286.13459327885	1539.07120466489
Os01g0220100	566.63125308182	92.4636140156041	202.006493953767	299.609449453076	137.286010692194	421.415812613791	598.669343854449	150.988766018292	129.475568233627	726.451524352882	173.481749707403	477.748815982813	604.44595916655	137.030098060928	211.692860453355	321.659204541258	83.8635895502914	122.48084141267
Os01g0235900	153.750329314533	59.0281813279591	62.1857368595475	289.409176420693	105.896965212003	136.648849798821	254.418636476466	97.4048724017788	47.7270806528932	168.76685189834	85.8975590279746	69.6313163531655	141.851141200605	85.0294133232222	24.8404406935351	160.081339618504	67.8613936524647	102.530969023917
Os01g0237000	284.531822271701	48.0108521668875	18.9406133702093	95.3744807496598	41.2673433367033	17.9226230908857	199.539287879649	95.1704628285526	35.2800163774456	212.620805893448	51.1630650396148	41.9785394225295	298.967845715769	45.5218005170927	27.4404949257909	80.2412272304353	12.1492680784676	2.88852555105822
Os01g0287600	1093.38177371669	495.222771501583	624.255771324989	1216.58792312255	802.132216862636	778.364091209301	978.871882939528	740.809833630336	752.952049304191	1134.28713619328	868.892618127512	674.163117431945	1008.46677244851	757.802409277769	642.003366560231	1153.42700217597	696.000740112029	977.50667633667
Os01g0290600	1498.39153052526	895.126520411044	831.774589244989	1465.79647701245	1064.94952305176	959.788447650758	1629.56154182589	816.216459389416	823.422435180312	1484.02730470387	968.971034884264	924.277662038959	1498.25392664242	959.986385315062	739.258718819868	1168.38053643267	806.555693522179	794.670570416053
Os01g0297200	2117.60488040665	932.607117680252	1028.36061881591	2795.04057446861	1368.75003776519	1478.02612092824	1862.78981395306	1050.31279326325	653.197103737397	2300.73582149062	1009.66795598478	1100.07809559932	1838.0882240397	1046.70843197081	620.250386288971	1918.47577106101	868.307037600882	1324.13597507948
