baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	weight
Os01g0871900	511.590930980781	0.976209561562809	0.248450974774137	3.9291838659529	8.52346506481341e-05	0.00574521217903225	1.65127946106027
Os01g0875000	665.040613041715	0.711622889728706	0.220920177434707	3.22117652625472	0.00127665487386816	0.0389537576492139	1.64636584705379
Os01g0905200	270.787533602084	0.762266468665455	0.222229218795836	3.43009111401214	0.000603378601462955	0.0227427831660168	1.77177271690577
Os01g0907600	122.080420610857	19.6441856173162	4.68850518488502	4.18986112687811	2.79125230185361e-05	0.00344772207077738	1.0063479701655
Os01g0915000	1414.68276816789	1.10757729782088	0.140398996006757	7.88878360474585	3.05146106298942e-15	1.85762425061046e-12	1.99813037520914
Os01g0916100	473.080882069412	-1.42759487663696	0.424418604862788	-3.3636482008099	0.000769195251631607	0.0285605421312436	1.58151766330056
Os01g0940000	301.997777690842	1.67799844299209	0.264813019850222	6.33654056715627	2.34981333177745e-10	6.2586060650641e-08	2.28349262014454
Os01g0948600	941.381903957289	0.58922844174264	0.17319067952101	3.40219487198882	0.000668469541865622	0.0212330689438804	2.20176916511122
Os01g0952500	2987.0579005753	0.898717556324411	0.0766672953895765	11.7223067770641	9.79674772360893e-32	2.13536334208498e-28	2.23225597618304
Os01g0963000	544.138486939695	1.45002114185764	0.435823932664845	3.32708011923873	0.000877611368424483	0.0354404136044091	1.29754370384622
Os02g0103500	130.378602510565	1.16199288619039	0.246314530793695	4.71751659330095	2.38740934244678e-06	0.00100395145322147	0.391269255012807
Os02g0106100	2126.79660740525	-1.0472641504118	0.30645003075541	-3.41740592366807	0.000632209395452575	0.0205957757329938	2.17807809220891
Os02g0106900	522.874296317622	0.74854446209183	0.17991525989546	4.16053903669302	3.17497340521973e-05	0.00265496661770076	1.58151766330056
Os02g0115801	41.9006456106379	3.06205261835382	0.894732683647456	3.42231000869567	0.00062091474811554	0.0381388963537908	0.828649769479636
Os02g0122600	389.947936034204	0.607896177533554	0.132484914029934	4.5884181001635	4.46617459573966e-06	0.00067910949772458	1.22398669055803
Os02g0134400	130.174194989848	1.0412988169232	0.260730704355302	3.99377134924701	6.50305780721049e-05	0.00878244618338258	0.712411215409016
Os02g0137200	935.449435815495	0.601144180952692	0.188823274958515	3.18363390892762	0.00145438824809068	0.0419551838309548	1.65127946106027
Os02g0137700	91.555820468872	-1.72298634071834	0.348038955403464	-4.95055600520628	7.40017570883614e-07	0.000237441653498911	0.712411215409016
Os02g0149750	3.47871327482864	-23.8161342378618	5.14311001196952	-4.63068730445872	3.64453922314005e-06	0.0175495520113803	0.0156831011882
Os02g0161300	234.600635861584	-0.824301051767622	0.245771954561319	-3.35392642028228	0.000796735461104708	0.0431695197095847	0.852733381009301
Os02g0170900	152.231565393263	-0.606210105706919	0.178156986683998	-3.40267377098251	0.000667299056156737	0.0431695197095847	0.712411215409016
Os02g0178100	751.238921670496	-0.820879512670738	0.136160980152813	-6.02874268200382	1.65240131223017e-09	4.99047585567004e-07	1.68318038829918
Os02g0181300	509.857331076588	1.45366361185802	0.204972935264444	7.0919783140276	1.32208234255817e-12	7.81761583779939e-10	1.64568999184298
Os02g0182850	210.966368779449	0.914728055338232	0.182025664205286	5.02526970211528	5.02725524678375e-07	0.000109669933814656	1.17387973752249
Os02g0185300	447.444332979023	-1.25398840963203	0.395055279406886	-3.17420997768894	0.00150244956302018	0.0426536536340562	1.64568999184298
Os02g0191800	2199.38206924325	2.63947974980416	0.268136585679166	9.84378816907284	7.29125820876822e-23	1.14014719775538e-19	2.17807809220891
Os02g0197300	237.878021171249	1.41006139100934	0.391011085614939	3.6061928750479	0.000310722222147521	0.019653214847787	1.16051998648671
Os02g0226200	1109.11895873448	0.950891360553394	0.246936555302555	3.85075170174108	0.00011775583838801	0.00726456870405999	1.68318038829918
Os02g0252400	21.4663144191401	4.93968664369604	0.843533500506255	5.85594601842302	4.7430227335215e-09	6.98231312255965e-06	0.246127377520571
Os02g0272300	57.8347562467501	-1.20533081895876	0.3499116679124	-3.44467169714531	0.000571753378853342	0.039935371563402	0.712897023014696
Os02g0297666	92.0651318176426	1.09521184383431	0.30214632851562	3.62477296750503	0.000289215406511886	0.0256456118277385	0.719281673610963
Os02g0306100	12.7879892045234	7.48744608521352	1.57599344738973	4.75093731995823	2.02475892942149e-06	0.00356387238453023	0.0703639768885391
Os02g0314600	263.139543499732	0.634219929637951	0.188413300302095	3.36611018766226	0.000762362487986741	0.0277126154590954	1.64568999184298
Os02g0331400	90.3865986366546	-1.29211434921112	0.380375278731632	-3.39694617778447	0.000681423682669783	0.0435443600871418	0.719281673610963
Os02g0448600	309.375731541138	0.667851587414418	0.173251548188757	3.85480877023273	0.000115820124265745	0.00689295410713424	1.77177271690577
Os02g0466400	220.770989147462	1.43372693389606	0.333525748895302	4.29869939171059	1.71803301269026e-05	0.00211585827935243	1.16051998648671
Os02g0466900	69.3242245013948	2.22115499951889	0.682322158568555	3.255287801555	0.00113277511000713	0.0482642483787481	1.01309166190385
Os02g0467600	361.424078458553	1.22231489736664	0.298286354480701	4.09779019055234	4.17113085575549e-05	0.00248320799924156	2.28349262014454
Os02g0485000	168.631491950222	0.848153491828374	0.216734047206348	3.9133375801397	9.10291358899833e-05	0.00807606541256445	1.13915437899261
Os02g0495400	180.936246896082	0.590930611968324	0.146550637700765	4.03226230359311	5.52424784051581e-05	0.00539897836838072	1.1501403269636
Os02g0505500	75.6789234486145	1.30641697706128	0.394920020766965	3.30805456386869	0.000939465036114129	0.0435881307624887	0.987996612187258
Os02g0528200	103.411031733876	-0.932797164111326	0.190156579315897	-4.90541619683704	9.32294398037129e-07	0.000371462237410815	0.516842763717121
Os02g0532500	915.078308039647	0.85068712513143	0.189282077003118	4.49428249414981	6.98049107547843e-06	0.00062732872446827	2.17807809220891
Os02g0535901	561.515500622197	0.680819065169284	0.178577086350822	3.81246597243605	0.000137587175838016	0.0081434684966104	1.68318038829918
Os02g0541500	139.04475500642	1.3318283477362	0.266475065395757	4.99794735300367	5.79437987977369e-07	0.000195083152223176	0.712411215409016
Os02g0555832	281.389868440901	0.613347922244667	0.182436254481323	3.36198484225875	0.000773843713658411	0.0197040219644361	2.87658569010505
Os02g0557800	5130.44080675791	0.841107433772159	0.128076681528932	6.56721757412304	5.12641168173138e-11	9.5087319689241e-09	3.99176471457815
Os02g0569400	100.238692480208	1.32364473420007	0.253132355346575	5.22906181782968	1.70372395171325e-07	4.40195446014349e-05	1.10774198098822
Os02g0579000	1208.7867649902	0.915118938340988	0.13893640740301	6.58660285987184	4.50003838348421e-11	1.6320235859106e-08	1.99813037520914
Os02g0581200	363.679906254816	0.826343054249976	0.238426053689218	3.46582532178757	0.000528606589772278	0.0210818839051832	1.77177271690577
Os02g0584800	185.213601740787	1.25696005612006	0.327595991669815	3.83692135460239	0.000124586348293165	0.0116616165001384	0.914240638055186
Os02g0585100	167.080026667321	1.40431655938242	0.2445265144449	5.74300321815965	9.30119585233802e-09	3.93756275014736e-06	0.914240638055186
Os02g0592833	318.101289960439	1.2029915686839	0.298567113393272	4.02921659727247	5.59630376755045e-05	0.00310518472819811	2.28349262014454
Os02g0594651	1107.15012616361	0.831223590363849	0.261070416122701	3.18390571673652	0.00145302331037704	0.0414693832783537	1.68318038829918
Os02g0594700	484.654765790998	1.17682313716373	0.348335216789238	3.3784213609265	0.000729032802808645	0.0271855484102169	1.63099577867261
Os02g0626532	451.307895086829	1.07835023097122	0.258109592263594	4.17787739507939	2.94242183150878e-05	0.00445426800366394	0.783932348973931
Os02g0626600	221.009631344686	1.08620292227725	0.311717635977461	3.48457320636099	0.000492922600687692	0.026418590296951	1.16051998648671
Os02g0629000	105.852655966478	1.45564280322916	0.356967046939584	4.07780722536981	4.54624355560341e-05	0.00478699666299356	1.10774198098822
Os02g0652000	157.721612133284	0.781187609843704	0.229548849493197	3.4031432157836	0.000666153527362401	0.0374876065550012	0.914240638055186
Os02g0654700	464.739817428941	1.27754163401731	0.195839708197599	6.52340450144202	6.87291788992233e-11	2.83519193368469e-08	1.65127946106027
Os02g0658800	1678.73833930952	-0.681560721522323	0.147109074456707	-4.63302977086502	3.60352694374207e-06	0.000344090645802681	2.20176916511122
Os02g0671300	193.638046641713	-1.62163188851637	0.250332733238427	-6.47790589563796	9.30043246973615e-11	4.99709573939838e-08	1.17387973752249
Os02g0676800	49.6853971995302	1.51411244361519	0.314732406796043	4.81079294956869	1.50332686530397e-06	0.00255449909845334	0.0786030461826886
Os02g0677300	5.66818685757778	7.36852058102279	1.82541525673308	4.03662703806372	5.42251687926971e-05	0.0203017030274935	0.193143202152015
Os02g0682300	103.898533205993	1.66115885338314	0.347859390553988	4.77537447167272	1.79373153126674e-06	0.000664065461133703	0.516842763717121
Os02g0684400	346.779500074292	1.21603779803281	0.218482480568608	5.56583665137831	2.60897559480349e-08	4.27622850794119e-06	2.28349262014454
Os02g0687500	1604.67158489231	0.803899527167926	0.149591249333007	5.37397428494198	7.70198466735898e-08	1.22826201944373e-05	2.20176916511122
Os02g0699000	195.829580503021	0.940316650050536	0.226934235978061	4.14356452651526	3.4194879722178e-05	0.00370425867839217	1.13915437899261
Os02g0703600	1197.83140624563	1.19305674976569	0.22872787733817	5.21605308303449	1.82775816445199e-07	2.85825061264645e-05	1.99813037520914
Os02g0703700	571.302587287287	1.14482461313797	0.203184228628864	5.63441671070399	1.75651826292995e-08	3.99359383514559e-06	1.68318038829918
Os02g0704131	4.03749484529979	-25.7894122591154	5.19133258631742	-4.96778270902686	6.77227855868895e-07	0.00506895888106731	0.0153211543659948
Os02g0705500	188.853807406067	0.880955316876744	0.222546507950607	3.9585223106366	7.54148974673823e-05	0.0081434684966104	0.914240638055186
Os02g0727100	156.162497628752	1.13926355892933	0.345963048496009	3.29302092776092	0.000991170966574457	0.0414693832783537	1.1501403269636
Os02g0727300	800.122748915404	0.910645283110965	0.135670341277092	6.71219129058627	1.91723120552593e-11	8.62111038034386e-09	1.68318038829918
Os02g0738750	340.89656809089	0.8620829501294	0.286955899390791	3.00423497812593	0.00266249606171334	0.0496399422128167	2.28349262014454
Os02g0739650	98.8348754624309	1.59594785890742	0.467159881855939	3.41627764046651	0.000634834859859964	0.0422705079885842	0.712411215409016
Os02g0743200	473.152566658171	0.750436745702409	0.209786955066576	3.57713731754321	0.000347377710272386	0.0163392883184261	1.64568999184298
Os02g0755600	225.164189469892	0.611650861832702	0.185743202627549	3.29299190053905	0.000991273301639379	0.0453778278470279	0.977680474665512
Os02g0756800	261.758099389434	1.09750015550582	0.320383324882192	3.42558451164519	0.000613478046767004	0.0300617221973083	1.1840743146758
Os02g0756850	214.691759318605	0.904215451534185	0.277585833762843	3.25742650219934	0.00112427368943652	0.0492651567873734	0.977680474665512
Os02g0769100	295.346341999887	1.23009686538755	0.310722213566048	3.95883143103984	7.5317370048634e-05	0.00523073534892965	1.64568999184298
Os02g0783000	35.3049742313273	2.03964849699447	0.486845055265141	4.18952287783566	2.79541599231483e-05	0.00466044093196717	0.706892684523607
Os02g0786450	84.7426093001375	1.4944783888174	0.338578635115056	4.41397723843251	1.01488634053453e-05	0.00151982185656339	1.0063479701655
Os02g0787300	1591.67613136105	0.735617808008213	0.0981285350893044	7.49647192163569	6.55584519274155e-14	3.3342282994113e-11	2.23225597618304
Os02g0789700	54.1944598382109	7.19305053663663	1.05484457427819	6.81906198508788	9.16368593452029e-12	8.61745381520863e-09	0.823133823771498
Os02g0790500	1645.67893017162	1.13924368491216	0.254447814412112	4.47731762815224	7.55867493338039e-06	0.000663196483541469	2.20557930712798
Os02g0799700	197.304157466958	1.20572778425745	0.175739422564692	6.86088395342034	6.84357416472878e-12	4.8986723191072e-09	1.16051998648671
Os02g0818900	340.2830181896	1.06333772875996	0.31428325638173	3.38337377880681	0.000716011114294104	0.0256790443159373	1.77177271690577
Os03g0119300	508.646709264334	0.69144025243979	0.199716465906711	3.46210939243622	0.000535959264368714	0.0226762818260268	1.58151766330056
Os03g0126600	498.749718072251	0.660816925974496	0.200878383271561	3.289636820111	0.00100316771912997	0.0332715339057366	1.64568999184298
Os03g0130300	908.654662122325	0.941591281868347	0.254141270009527	3.70499164434431	0.00021139770123308	0.00920797767456147	2.17807809220891
Os03g0145050	1481.18532521186	-0.704776971347958	0.172213976453996	-4.09244932298644	4.26840546964631e-05	0.00255449909845334	2.23225597618304
Os03g0147550	5548.58283370857	0.680545036921865	0.189605976889059	3.58925941095234	0.000331618722670173	0.0128674485913586	2.17807809220891
Os03g0152000	195.797605373436	1.63983105292872	0.291532621812833	5.62486298353779	1.85655275712889e-08	6.03349248632733e-06	1.13915437899261
Os03g0159900	237.316736759149	1.22386927608069	0.264791566843001	4.6220100234776	3.80039646362738e-06	0.000790580876677675	0.852733381009301
Os03g0169600	175.731593381922	-0.687203665575642	0.177576454289373	-3.8699030697831	0.000108878633360982	0.00897577446109423	1.16051998648671
Os03g0175800	193.767738685237	1.377976093905	0.263764998748701	5.22425682119352	1.74855953694206e-07	4.40195446014349e-05	1.13915437899261
Os03g0180900	164.80419654237	1.10366058819036	0.324324562584938	3.40295098032026	0.000666622394837321	0.032345348983694	1.1501403269636
Os03g0181100	458.141111342442	1.09451500150727	0.263489386795864	4.15392443246769	3.2682114565348e-05	0.00265496661770076	1.63099577867261
Os03g0183200	886.779936418936	0.821276229140762	0.175080833974906	4.69084028499929	2.72085305004105e-06	0.000341964041345677	1.68318038829918
Os03g0183300	6620.22578549552	0.632732581413807	0.12449039445081	5.08258154538837	3.72339375709774e-07	4.81184956934688e-05	2.17807809220891
Os03g0195900	453.745883398432	0.595275434196869	0.180459855753518	3.29865848396737	0.000971480236344526	0.0329330772758921	1.63099577867261
Os03g0196000	189.578665538739	-1.92225448309048	0.491337699755792	-3.91228778912324	9.14258672681405e-05	0.00808726542791838	1.13915437899261
Os03g0197100	95.7406426825626	1.48698640627855	0.386459646529253	3.84771455346761	0.000119224850891262	0.0174593361487574	0.516842763717121
Os03g0200200	141.413954638951	1.16158676046464	0.256911539286984	4.52134911373946	6.1446751295197e-06	0.00137347855690053	0.692606008513783
Os03g0231150	459.445253673859	0.872359518198594	0.202571555802494	4.30642651058641	1.65913014492755e-05	0.00152627802894779	1.63099577867261
Os03g0235000	707.231360686433	0.880375576418954	0.272426503425103	3.23160766427042	0.00123095941234665	0.0435461461753944	1.29754370384622
Os03g0242300	1083.47003804271	-1.36457035609081	0.212492091014905	-6.4217465674762	1.3471957900672e-10	4.08620967896014e-08	2.20176916511122
Os03g0242350	347.09782814321	-1.48832487123958	0.240805069385259	-6.18062101034275	6.38499316148575e-10	2.73339425319176e-07	1.22398669055803
Os03g0247900	443.000685320794	0.669571468024982	0.14924607403685	4.48635900371931	7.24506241741128e-06	0.000786214188109695	1.65127946106027
Os03g0251350	78.5952259774532	1.38626992100049	0.394641790797149	3.51272965339105	0.000443528518241862	0.0268665431205289	1.01309166190385
Os03g0271350	1.01176934769813	-22.1927351378487	5.18346556404426	-4.28144739530851	1.85681620536428e-05	0.0171713973414234	0.0827627974159433
Os03g0281500	261.589886579363	1.25717006120711	0.266944049410149	4.70948898836669	2.48338629774948e-06	0.000306015598967974	1.77177271690577
Os03g0285200	81.2640576090867	0.877124456704439	0.250204419678986	3.50563134667963	0.000455525679416415	0.0272981461693456	1.01309166190385
Os03g0289100	1356.06606146958	-0.65328677827348	0.198329605242419	-3.29394483226529	0.000987918859967366	0.0273797118599529	2.17807809220891
Os03g0293100	417.733962952603	0.806664945974627	0.199827110214442	4.03681434970943	5.41819108547552e-05	0.003991237758614	1.65127946106027
Os03g0351700	118.199363510576	1.08808552015955	0.267199167452593	4.07218903611519	4.65733560913774e-05	0.00485410086262306	1.10774198098823
Os03g0388500	636.103902684621	0.595460953877693	0.141630504614953	4.20432699506758	2.61860139783075e-05	0.00225030910475534	1.63099577867261
Os03g0388900	31.8815012543887	1.66878144295805	0.46922274091532	3.55648031828708	0.000375856624606691	0.0278089894577965	0.804136900383171
Os03g0391100	69.6982773747962	-0.995237598758324	0.305993971321085	-3.25247453229726	0.00114404847663113	0.0494217333262039	0.987996612187258
Os03g0398600	352.670084859792	1.2031119431622	0.191919580547625	6.26883374655793	3.63762256237359e-10	1.65936909425907e-07	1.22398669055803
Os03g0413100	290.496970963188	0.62605502126343	0.178522978895418	3.50685959385757	0.000453428330593667	0.0247486189370005	1.1840743146758
Os03g0417700	967.209061166113	2.1795395231837	0.273037986205172	7.982550536195	1.43340090558381e-15	9.23882072821137e-13	2.20176916511122
Os03g0417750	185.311970564928	3.24600529808761	0.470379347807743	6.90082443716118	5.17015973507403e-12	3.75018123211948e-09	1.17387973752249
Os03g0426350	550.976448845136	3.5555076120078	0.244792100836258	14.5246010792893	8.46335590475895e-48	3.53469264028115e-44	1.63099577867261
Os03g0431500	198.137993433913	0.655744890718105	0.189468627987869	3.4609681702033	0.000538236446969009	0.0277126154590954	1.16051998648671
